window,start_sample,end_sample,start_time_sec,end_time_sec,prediction,probability,status,latency_from_function_sec,computation_time_sec
92,116480,117760,455.0,460.0,1,0.9333333333333333,OK,0.031033746000048268,0.03106015399998796
93,117760,119040,460.0,465.0,1,1.0,OK,0.052329345000089234,0.05234670600020763
94,119040,120320,465.0,470.0,1,0.9666666666666667,OK,0.03650534300004438,0.03652424800020526
95,120320,121600,470.0,475.0,1,1.0,OK,0.04433726600018417,0.04436173100020824
96,121600,122880,475.0,480.0,1,0.9666666666666667,OK,0.03600740299998506,0.03602338300015617
97,122880,124160,480.0,485.0,1,1.0,OK,0.09832582900025955,0.0983466870002303
98,124160,125440,485.0,490.0,1,0.6666666666666666,OK,0.030911890999959724,0.03093338100006804
99,125440,126720,490.0,495.0,1,1.0,OK,0.06820261699976982,0.06823006800004805
100,126720,128000,495.0,500.0,1,1.0,OK,0.08769142500023008,0.0877093569997669
101,128000,129280,500.0,505.0,1,0.9333333333333333,OK,0.033089226000356575,0.03310483600034786
102,129280,130560,505.0,510.0,1,0.9333333333333333,OK,0.03620556900023075,0.03622288099995785
103,130560,131840,510.0,515.0,0,0.03333333333333333,OK,0.10126291999995374,0.10128115299994533
104,131840,133120,515.0,520.0,1,0.9666666666666667,OK,0.05531598700008544,0.05533308899975964
105,133120,134400,520.0,525.0,1,1.0,OK,0.06275354999979754,0.0627730060000431
106,134400,135680,525.0,530.0,0,0.1,OK,0.02826675999995132,0.028285945000334323
107,135680,136960,530.0,535.0,1,0.8333333333333334,OK,0.049376244000086444,0.04939850500022658
108,136960,138240,535.0,540.0,1,0.9666666666666667,OK,0.05616319399996428,0.05618519500012553
109,138240,139520,540.0,545.0,1,1.0,OK,0.026714739999988524,0.026731950999874243
110,139520,140800,545.0,550.0,1,0.9666666666666667,OK,0.025662323999767978,0.02567848300031983
111,140800,142080,550.0,555.0,1,0.9666666666666667,OK,0.029342148000068846,0.029363568000007945
112,142080,143360,555.0,560.0,1,0.6666666666666666,OK,0.038446063000264985,0.03847418499981359
113,143360,144640,560.0,565.0,0,0.3333333333333333,OK,0.06887469000002966,0.0688994150000326
114,144640,145920,565.0,570.0,1,1.0,OK,0.04862842100010312,0.04864456099994641
115,145920,147200,570.0,575.0,1,1.0,OK,0.03445285799989506,0.03448505799997292
116,147200,148480,575.0,580.0,1,1.0,OK,0.04542751200006023,0.045448882000073354
117,148480,149760,580.0,585.0,1,0.9666666666666667,OK,0.04662461499992787,0.04664678700009972
118,149760,151040,585.0,590.0,1,1.0,OK,0.03786880500001644,0.03788550599983864
119,151040,152320,590.0,595.0,1,0.9666666666666667,OK,0.030122160000246367,0.030146875999889744
120,152320,153600,595.0,600.0,1,1.0,OK,0.030650577999949746,0.030668931000036537
